subject,part,inc,house,edu,inc2,ses,split,resort,wtp,weber,go,,,,,,,,
528,6mGGovzyvCXlG8rrM1XFqQ**,2,2,1,25000,17677.66953,0,1,2,1,1,,,,,,,,
624,6mGGovzyvCXlqHzAq1FXcA**,6,4,2,65000,32500,1,1,2,1,1,,,,,,,,
845,6mGGovzyvCXMC1Cu7ow3Cw**,5,4,4,55000,27500,0,0,2,2,0,,,,,,,,
103,6mGGovzyvCXnAqsT7nQz2Q**,1,2,5,15000,10606.60172,0,1,2,0,0,,,,,,,,
50,6mGGovzyvCXNM879q89LTg**,4,5,4,45000,20124.6118,0,1,2,1,1,,,,,,,,
184,6mGGovzyvCXPMbdfnBrN1Q**,3,4,2,35000,17500,0,0,2,0,1,,,,,,,,
694,6mGGovzyvCXq0FGnYyZYZA**,1,1,1,15000,15000,0,0,2,2,0,,,,,,,,
473,6mGGovzyvCXR0adcVHQt8g**,7,2,1,75000,53033.00859,1,1,2,0,1,,,,,,,,
343,6mGGovzyvCXTuTQ33CfkFg**,3,3,2,35000,20207.25942,0,1,2,2,0,,,,,,,,
657,6mGGovzyvCXvJa_kLdD4bw**,3,4,2,35000,17500,0,0,2,1,1,,,,,,,,
555,6mGGovzyvCXvLQY_sqes9w**,10,3,2,125000,72168.78365,1,0,2,0,1,,,,,,,,
768,6mGGovzyvCXWylkAZe_RGw**,0,2,3,5000,3535.533906,0,1,2,1,0,,,,,,,,
271,6mGGovzyvCXxaRIlPXEddQ**,4,2,1,45000,31819.80515,0,1,2,1,1,,,,,,,,
931,6mGGovzyvCXxpdOY8NGICQ**,0,1,1,5000,5000,0,1,2,1,1,,,,,,,,
798,6mGGovzyvCXs3RvSpm1fRQ**,0,2,1,5000,3535.533906,0,1,2.2,1,1,,,,,,,,
101,6mGGovzyvCXpEZ5giyME8g**,9,3,6,95000,54848.27557,1,0,2.25,2,0,,,,,,,,
428,6mGGovzyvCU3o5ai0-JNWg**,6,6,4,65000,26536.13888,0,0,2.5,0,1,,,,,,,,
831,6mGGovzyvCUbleyuLz2m8g**,4,4,3,45000,22500,0,0,2.5,0,1,,,,,,,,
466,6mGGovzyvCUm7rMQE1nIRg**,6,1,6,65000,65000,1,0,2.5,2,1,,,,,,,,
396,6mGGovzyvCUOYnzrwGYwwA**,3,4,2,35000,17500,0,1,2.5,0,1,,,,,,,,
441,6mGGovzyvCUP_hJ2p9UUbA**,3,3,1,35000,20207.25942,0,0,2.5,1,0,,,,,,,,
600,6mGGovzyvCUsce8a-_V3fQ**,2,3,4,25000,14433.75673,0,1,2.5,1,1,,,,,,,,
161,6mGGovzyvCUx0R82YiPduw**,4,2,3,45000,31819.80515,0,0,2.5,1,1,,,,,,,,
604,6mGGovzyvCV0K3uqkpH1lQ**,3,2,2,35000,24748.73734,0,0,2.5,1,1,,,,,,,,
879,6mGGovzyvCVDjViEWXNN2w**,4,1,2,45000,45000,1,0,2.5,0,0,,,,,,,,
910,6mGGovzyvCVeAL5phr-dwQ**,7,2,1,75000,53033.00859,1,0,2.5,1,1,,,,,,,,
909,6mGGovzyvCVfS2CYKF__dQ**,1,2,2,15000,10606.60172,0,0,2.5,1,1,,,,,,,,
880,6mGGovzyvCVHtMMxXg-Nog**,11,2,5,150000,106066.0172,1,0,2.5,2,1,,,,,,,,
536,6mGGovzyvCWi5Ikm_HxvXA**,9,2,6,95000,67175.14421,1,0,2.5,0,1,,,,,,,,
173,6mGGovzyvCWoAQtBwgCFDg**,5,5,2,55000,24596.74775,0,0,2.5,2,0,,,,,,,,
372,6mGGovzyvCWQ9JRNu69DLw**,9,2,2,95000,67175.14421,1,1,2.5,0,1,,,,,,,,
279,6mGGovzyvCWutwrOtbSWtw**,1,1,2,15000,15000,0,0,2.5,1,0,,,,,,,,
361,6mGGovzyvCWWiQ8RqZR5wQ**,4,2,2,45000,31819.80515,0,1,2.5,1,1,,,,,,,,
389,6mGGovzyvCWxDwG3U_EXSw**,10,2,6,125000,88388.34765,1,0,2.5,2,0,,,,,,,,
514,6mGGovzyvCX5In9QuEa1UQ**,11,4,4,150000,75000,1,0,2.5,1,1,,,,,,,,
994,6mGGovzyvCXDeK8uxTHrBg**,3,5,2,35000,15652.47584,0,0,2.5,2,0,,,,,,,,
346,6mGGovzyvCXNB52f4RCVoQ**,3,2,2,35000,24748.73734,0,0,2.5,2,0,,,,,,,,
419,6mGGovzyvCXQ2mJjEeH5FA**,10,4,2,125000,62500,1,0,2.5,2,0,,,,,,,,
458,6mGGovzyvCUjIrxk8NmjgQ**,3,3,3,35000,20207.25942,0,0,2.66,0,0,,,,,,,,
725,6mGGovzyvCWzg5x9ZLpPNQ**,10,2,4,125000,88388.34765,1,1,2.75,0,1,,,,,,,,
561,6mGGovzyvCXWqNSfHv0iTQ**,11,3,4,150000,86602.54038,1,0,2.75,1,1,,,,,,,,
845,6mGGovzyvCVFDTsdWbHC0A**,0,5,3,5000,2236.067977,0,1,2.99,0,1,,,,,,,,
59,6mGGovzyvCWQId6VYICcnQ**,2,1,2,25000,25000,0,0,2.99,1,1,,,,,,,,
922,6mGGovzyvCU_Rui0YsLjpw**,2,5,1,25000,11180.33989,0,0,3,2,0,,,,,,,,
857,6mGGovzyvCU1ThdEWm0EJg**,4,6,3,45000,18371.17307,0,0,3,2,0,,,,,,,,
206,6mGGovzyvCU2CVeD0-YtVw**,10,2,4,125000,88388.34765,1,0,3,0,1,,,,,,,,
100,6mGGovzyvCU2LbSsYtBEUw**,10,4,5,125000,62500,1,0,3,2,0,,,,,,,,
180,6mGGovzyvCU3a9g6vQDgqQ**,3,5,1,35000,15652.47584,0,0,3,2,0,,,,,,,,
77,6mGGovzyvCU40mo8RrpAjQ**,7,2,2,75000,53033.00859,1,0,3,1,1,,,,,,,,
275,6mGGovzyvCU4TZn8ZqWGlg**,1,4,5,15000,7500,0,1,3,0,1,,,,,,,,
205,6mGGovzyvCU53oXW6PDyXA**,3,1,4,35000,35000,1,1,3,0,1,,,,,,,,
634,6mGGovzyvCU5-XjcaMmiCA**,7,2,2,75000,53033.00859,1,0,3,2,1,,,,,,,,
452,6mGGovzyvCUcAJkH1o0rvA**,7,3,3,75000,43301.27019,1,0,3,0,1,,,,,,,,
537,6mGGovzyvCUcEzzOmV_hkQ**,5,4,1,55000,27500,0,0,3,0,0,,,,,,,,
294,6mGGovzyvCUCPHO1QwhO6w**,0,1,4,5000,5000,0,1,3,0,1,,,,,,,,
998,6mGGovzyvCUdZyx_XPzbMQ**,8,2,1,85000,60104.0764,1,1,3,2,0,,,,,,,,
683,6mGGovzyvCUfgzBXMH1H3Q**,7,2,2,75000,53033.00859,1,0,3,2,0,*,,,,,,,
362,6mGGovzyvCUgata-6Ly14w**,2,3,2,25000,14433.75673,0,1,3,2,1,,,,,,,,
836,6mGGovzyvCUgCDEeDKDTTA**,4,5,5,45000,20124.6118,0,1,3,2,0,,,,,,,,
891,6mGGovzyvCUGt7aLNjFDTA**,6,5,4,65000,29068.88371,0,0,3,1,0,,,,,,,,
238,6mGGovzyvCUh2cWylmbb1w**,2,2,2,25000,17677.66953,0,0,3,1,1,,,,,,,,
416,6mGGovzyvCUhUuCVpcFOhA**,6,2,2,65000,45961.94078,1,0,3,0,0,,,,,,,,
520,6mGGovzyvCUiGMB0z1F5QQ**,6,2,6,65000,45961.94078,1,0,3,2,1,,,,,,,,
374,6mGGovzyvCUiiWUZx8BrCg**,6,2,2,65000,45961.94078,1,0,3,0,1,,,,,,,,
232,6mGGovzyvCUIreWwvgn-wQ**,11,3,2,150000,86602.54038,1,0,3,1,0,,,,,,,,
516,6mGGovzyvCUITojjSkCKDA**,2,2,4,25000,17677.66953,0,1,3,0,0,,,,,,,,
220,6mGGovzyvCUJ2CPsJjYDRQ**,1,2,6,15000,10606.60172,0,0,3,1,1,,,,,,,,
179,6mGGovzyvCUj4iy95I0sWg**,0,1,1,5000,5000,0,0,3,2,1,,,,,,,,
670,6mGGovzyvCUk3rruaSjV5A**,3,1,3,35000,35000,1,0,3,2,0,,,,,,,,
430,6mGGovzyvCUklJTRt1x9EA**,3,3,2,35000,20207.25942,0,0,3,1,0,,,,,,,,
43,6mGGovzyvCUlLt3OR0djpw**,1,3,3,15000,8660.254038,0,1,3,0,1,,,,,,,,
355,6mGGovzyvCUmgorZ9Rx5Mg**,1,5,2,15000,6708.203932,0,1,3,1,0,,,,,,,,
587,6mGGovzyvCUNuaQS_5BwgA**,4,4,3,45000,22500,0,1,3,0,1,,,,,,,,
177,6mGGovzyvCUOfhk_dA5Q2g**,2,1,5,25000,25000,0,0,3,1,1,,,,,,,,
217,6mGGovzyvCUP4H4vCr9Yng**,9,4,4,95000,47500,1,1,3,0,1,,,,,,,,
967,6mGGovzyvCUpAvX8lYfp3w**,10,2,1,125000,88388.34765,1,1,3,2,0,,,,,,,,
269,6mGGovzyvCUPMjmH39f_iQ**,1,2,2,15000,10606.60172,0,0,3,2,1,,,,,,,,
502,6mGGovzyvCUqathxvpfGmA**,0,2,4,5000,3535.533906,0,0,3,1,1,,,,,,,,
192,6mGGovzyvCUQthlIQkRb8Q**,3,2,4,35000,24748.73734,0,1,3,0,1,,,,,,,,
242,6mGGovzyvCUr-FCwbKC-NQ**,8,4,4,85000,42500,1,1,3,2,0,,,,,,,,
871,6mGGovzyvCUudqgKUS5SKw**,1,1,3,15000,15000,0,1,3,2,1,,,,,,,,
949,6mGGovzyvCUUg4QihQFcjQ**,4,1,4,45000,45000,1,1,3,1,1,,,,,,,,
943,6mGGovzyvCU-uTr7BYH1zQ**,3,2,1,35000,24748.73734,0,1,3,1,1,,,,,,,,
645,6mGGovzyvCUuvzCLOuP-gw**,10,3,6,125000,72168.78365,1,0,3,1,1,,,,,,,,
308,6mGGovzyvCUWPbiXz9KJCg**,3,3,2,35000,20207.25942,0,1,3,2,1,,,,,,,,
758,6mGGovzyvCUY-bEzeZKBfQ**,6,2,3,65000,45961.94078,1,0,3,0,1,,,,,,,,
996,6mGGovzyvCUYcYKlYcCoCw**,1,1,1,15000,15000,0,1,3,1,1,,,,,,,,
171,6mGGovzyvCUZ_Psw1zJFBQ**,4,1,6,45000,45000,1,0,3,1,1,,,,,,,,
140,6mGGovzyvCUz5FxxJTi9Ng**,1,4,0,15000,7500,0,0,3,0,1,,,,,,,,
403,6mGGovzyvCUZMQJn0Y4uxg**,0,2,2,5000,3535.533906,0,1,3,2,0,,,,,,,,
720,6mGGovzyvCUZorbjpuN_Eg**,0,3,2,5000,2886.751346,0,1,3,0,1,,,,,,,,
40,6mGGovzyvCUzZ2fAT6WBMQ**,2,1,3,25000,25000,0,0,3,0,0,,,,,,,,
846,6mGGovzyvCV_FPAgfoSuKw**,5,3,6,55000,31754.26481,0,1,3,0,1,,,,,,,,
147,6mGGovzyvCV13u0ZVaBTWg**,7,2,4,75000,53033.00859,1,0,3,1,1,,,,,,,,
567,6mGGovzyvCV1S4cpfVSctg**,10,5,2,125000,55901.69944,1,0,3,0,0,,,,,,,,
84,6mGGovzyvCV3Z6ZEnGmGAg**,4,3,2,45000,25980.76211,0,0,3,2,0,,,,,,,,
284,6mGGovzyvCV7FitchGMFwA**,3,1,3,35000,35000,1,1,3,2,1,,,,,,,,
681,6mGGovzyvCV7ZLT1rqEcQw**,6,3,1,65000,37527.7675,1,0,3,1,1,,,,,,,,
687,6mGGovzyvCVA2KGDnwuF6g**,9,4,4,95000,47500,1,0,3,0,1,,,,,,,,
549,6mGGovzyvCVAS51t9W0ZSw**,5,3,3,55000,31754.26481,0,0,3,0,1,,,,,,,,
276,6mGGovzyvCVBax7WuAY_Mw**,10,2,6,125000,88388.34765,1,1,3,0,0,,,,,,,,
501,6mGGovzyvCVBY7bojQqpcQ**,1,4,2,15000,7500,0,0,3,0,1,,,,,,,,
886,6mGGovzyvCVc8Wvrh1uTHA**,7,3,4,75000,43301.27019,1,0,3,2,0,,,,,,,,
693,6mGGovzyvCVcJlrCTR8RHA**,3,3,3,35000,20207.25942,0,0,3,0,1,,,,,,,,
323,6mGGovzyvCVDHGwbOtZHxQ**,9,4,2,95000,47500,1,0,3,2,1,,,,,,,,
111,6mGGovzyvCVERdHBGDYf7Q**,2,8,4,25000,8838.834765,0,0,3,0,1,,,,,,,,
663,6mGGovzyvCVi5TBmStt36A**,2,6,4,25000,10206.20726,0,0,3,0,1,,,,,,,,
893,6mGGovzyvCVizPF22fc2gQ**,11,4,4,150000,75000,1,1,3,0,1,,,,,,,,
319,6mGGovzyvCVJ1JI0EDRuUA**,4,2,3,45000,31819.80515,0,1,3,1,0,,,,,,,,
598,6mGGovzyvCVJKOA2Hz3t0Q**,0,1,2,5000,5000,0,0,3,2,1,,,,,,,,
124,6mGGovzyvCVkFyoBOKg6HA**,11,2,6,150000,106066.0172,1,0,3,1,1,,,,,,,,
656,6mGGovzyvCVkLKVt_e5kqw**,3,5,2,35000,15652.47584,0,1,3,2,0,,,,,,,,
985,6mGGovzyvCVkUZk8dOjxrQ**,4,4,6,45000,22500,0,1,3,2,1,,,,,,,,
816,6mGGovzyvCVKZm5vc9siZw**,3,3,4,35000,20207.25942,0,1,3,0,0,,,,,,,,
212,6mGGovzyvCVlCBOmtAH_ow**,6,3,1,65000,37527.7675,1,0,3,0,1,,,,,,,,
66,6mGGovzyvCVLR0CWfJxH-w**,3,6,1,35000,14288.69017,0,0,3,2,1,,,,,,,,
570,6mGGovzyvCVMccWVArugaw**,10,4,4,125000,62500,1,1,3,1,1,,,,,,,,
927,6mGGovzyvCVmhzCYRE6t6g**,10,2,2,125000,88388.34765,1,0,3,0,1,,,,,,,,
559,6mGGovzyvCVntuI6xZg2cw**,1,1,1,15000,15000,0,1,3,1,0,,,,,,,,
899,6mGGovzyvCVog2qMeQlBvQ**,4,10,3,45000,14230.24947,0,0,3,2,0,,,,,,,,
270,6mGGovzyvCVpbpSoItEzGA**,1,1,1,15000,15000,0,1,3,1,1,,,,,,,,
855,6mGGovzyvCVpSbVATc14Yw**,2,1,4,25000,25000,0,0,3,1,1,,,,,,,,
101,6mGGovzyvCVQ_0cI0JPUUQ**,4,5,1,45000,20124.6118,0,0,3,1,1,,,,,,,,
359,6mGGovzyvCVQGQlNGK2gpw**,10,5,6,125000,55901.69944,1,0,3,2,1,,,,,,,,
461,6mGGovzyvCVqQnjAn0o3kQ**,5,2,2,55000,38890.87297,1,0,3,2,0,,,,,,,,
822,6mGGovzyvCVRZFa82lov8w**,9,6,4,95000,38783.58759,1,1,3,1,0,,,,,,,,
135,6mGGovzyvCVt2UoFZxnNBA**,5,1,3,55000,55000,1,1,3,2,0,,,,,,,,
232,6mGGovzyvCVtJHyzgkBpwA**,10,2,4,125000,88388.34765,1,0,3,2,0,,,,,,,,
764,6mGGovzyvCVTwrl8nT-umw**,7,4,4,75000,37500,1,0,3,0,1,,,,,,,,
371,6mGGovzyvCVTZKXphSBTPQ**,11,1,4,150000,150000,1,1,3,0,1,,,,,,,,
36,6mGGovzyvCVVMdKrmpv5sA**,3,2,4,35000,24748.73734,0,0,3,2,0,,,,,,,,
506,6mGGovzyvCVW4j8vOKWqbA**,4,2,2,45000,31819.80515,0,0,3,0,1,,,,,,,,
767,6mGGovzyvCVwCCmvQoX5pw**,4,3,3,45000,25980.76211,0,1,3,0,1,,,,,,,,
128,6mGGovzyvCVwGUQbwd95EA**,1,1,3,15000,15000,0,0,3,0,1,,,,,,,,
418,6mGGovzyvCVwwa7jyidpfg**,10,2,2,125000,88388.34765,1,0,3,1,1,,,,,,,,
591,6mGGovzyvCVWWhf5etgICQ**,5,4,4,55000,27500,0,0,3,0,0,,,,,,,,
34,6mGGovzyvCVXlzO1dvG9yw**,3,2,2,35000,24748.73734,0,0,3,0,1,,,,,,,,
401,6mGGovzyvCVXYtnhnUSSSw**,3,3,3,35000,20207.25942,0,0,3,2,0,,,,,,,,
599,6mGGovzyvCVy2mytEqudzg**,2,1,1,25000,25000,0,1,3,0,1,,,,,,,,
88,6mGGovzyvCVygewn0tCrcw**,4,3,1,45000,25980.76211,0,0,3,0,0,,,,,,,,
487,6mGGovzyvCVzlc5dQYsuog**,9,3,6,95000,54848.27557,1,1,3,2,1,,,,,,,,
311,6mGGovzyvCVZrVKHrx9g5Q**,1,2,3,15000,10606.60172,0,1,3,0,0,,,,,,,,
610,6mGGovzyvCW1bx-r2Wl2_Q**,5,6,1,55000,22453.65598,0,0,3,1,1,,,,,,,,
106,6mGGovzyvCW1dEmLXbGA5g**,0,2,2,5000,3535.533906,0,0,3,0,0,,,,,,,,
133,6mGGovzyvCW3_e-WaDqtGw**,10,2,4,125000,88388.34765,1,1,3,0,1,,,,,,,,
351,6mGGovzyvCW3_HxGGB2Osw**,10,4,6,125000,62500,1,0,3,1,0,,,,,,,,
701,6mGGovzyvCW7_z3wMmP9jA**,0,1,3,5000,5000,0,1,3,0,1,,,,,,,,
884,6mGGovzyvCW7fTsfCi9lJA**,1,3,2,15000,8660.254038,0,0,3,0,1,,,,,,,,
603,6mGGovzyvCW9V9ZAQ9VDMQ**,4,5,1,45000,20124.6118,0,0,3,0,0,,,,,,,,
578,6mGGovzyvCWAbY8qAHnECA**,1,1,3,15000,15000,0,0,3,0,0,,,,,,,,
908,6mGGovzyvCWajm5pPtzzbg**,8,1,6,85000,85000,1,0,3,0,1,,,,,,,,
566,6mGGovzyvCWbAettTlZUZg**,4,3,1,45000,25980.76211,0,1,3,2,1,,,,,,,,
350,6mGGovzyvCWbjD9ky4WUtQ**,11,2,4,150000,106066.0172,1,0,3,0,1,,,,,,,,
344,6mGGovzyvCWCfjXdS5Mh0w**,1,2,2,15000,10606.60172,0,0,3,0,1,,,,,,,,
384,6mGGovzyvCWDBu4jFjg-aw**,1,1,2,15000,15000,0,1,3,1,1,,,,,,,,
230,6mGGovzyvCWDMCaWtJp2fA**,3,7,1,35000,13228.75656,0,1,3,2,0,,,,,,,,
238,6mGGovzyvCWdobpF0TtZ1A**,10,4,4,125000,62500,1,0,3,1,1,,,,,,,,
90,6mGGovzyvCWEo2Od0Fe0tA**,10,3,3,125000,72168.78365,1,0,3,2,1,,,,,,,,
116,6mGGovzyvCWFO2iMliiqSg**,1,3,0,15000,8660.254038,0,0,3,0,1,,,,,,,,
103,6mGGovzyvCWgatUcnor_ng**,8,4,6,85000,42500,1,1,3,1,1,,,,,,,,
363,6mGGovzyvCWhs3rKEbvqFg**,10,4,2,125000,62500,1,0,3,1,1,,,,,,,,
976,6mGGovzyvCWHtvr1u0GzFA**,2,1,1,25000,25000,0,0,3,2,0,,,,,,,,
585,6mGGovzyvCWJm_vgOfAvEA**,7,2,3,75000,53033.00859,1,0,3,1,1,,,,,,,,
295,6mGGovzyvCWk8n7hh761hA**,0,3,2,5000,2886.751346,0,1,3,1,1,,,,,,,,
797,6mGGovzyvCWkYpbIdbrRHw**,11,4,6,150000,75000,1,1,3,0,1,,,,,,,,
304,6mGGovzyvCWKzKtqJBOH2Q**,3,2,2,35000,24748.73734,0,0,3,2,1,,,,,,,,
837,6mGGovzyvCWL6pf8OriEQA**,7,3,1,75000,43301.27019,1,0,3,0,0,,,,,,,,
651,6mGGovzyvCWl-kzKbN_1-g**,5,2,4,55000,38890.87297,1,0,3,1,1,,,,,,,,
751,6mGGovzyvCWMhTc3hG7IIg**,0,1,1,5000,5000,0,1,3,1,0,,,,,,,,
526,6mGGovzyvCWNdmpa1t3CRw**,1,1,2,15000,15000,0,0,3,1,1,,,,,,,,
946,6mGGovzyvCWNf2YhW-PoUA**,9,1,6,95000,95000,1,0,3,2,1,,,,,,,,
420,6mGGovzyvCWnlwjGAnW_9w**,8,5,6,85000,38013.15562,1,1,3,1,1,,,,,,,,
867,6mGGovzyvCWnt9mK3n6wPw**,10,4,4,125000,62500,1,0,3,0,1,,,,,,,,
474,6mGGovzyvCWP86vGQApscA**,3,2,1,35000,24748.73734,0,1,3,0,0,,,,,,,,
11,6mGGovzyvCWpdNPQ18YrIw**,5,2,1,55000,38890.87297,1,0,3,1,1,,,,,,,,
393,6mGGovzyvCWpgTLpAYVGUg**,5,2,3,55000,38890.87297,1,0,3,0,1,,,,,,,,
525,6mGGovzyvCWpL4rdrLkrbA**,5,2,4,55000,38890.87297,1,0,3,0,1,,,,,,,,
966,6mGGovzyvCWPm6Xc_tdVGg**,1,2,1,15000,10606.60172,0,1,3,1,1,,,,,,,,
489,6mGGovzyvCWqMutpyLINUw**,6,2,2,65000,45961.94078,1,0,3,1,1,,,,,,,,
639,6mGGovzyvCWR2u8sn5n_ZA**,10,2,6,125000,88388.34765,1,0,3,1,1,,,,,,,,
102,6mGGovzyvCWSePAIvG0UPw**,5,2,2,55000,38890.87297,1,1,3,0,0,,,,,,,,
781,6mGGovzyvCWSmGTcxreXnA**,6,3,2,65000,37527.7675,1,1,3,2,1,,,,,,,,
800,6mGGovzyvCWSXaW99OhJ9A**,5,2,1,55000,38890.87297,1,0,3,0,0,,,,,,,,
188,6mGGovzyvCWU0eyeqw-5rQ**,11,2,2,150000,106066.0172,1,0,3,0,1,,,,,,,,
230,6mGGovzyvCWU88Mr9-N6Yg**,3,3,1,35000,20207.25942,0,1,3,2,0,,,,,,,,
424,6mGGovzyvCWuAdFolSMM6w**,7,4,0,75000,37500,1,0,3,2,1,,,,,,,,
327,6mGGovzyvCWuGiYRjpRong**,7,4,0,75000,37500,1,0,3,0,1,,,,,,,,
777,6mGGovzyvCWuQamgB0Po-Q**,7,3,3,75000,43301.27019,1,0,3,1,1,,,,,,,,
373,6mGGovzyvCWvxe_PtOSRdA**,0,1,1,5000,5000,0,1,3,2,1,*,,,,,,,
467,6mGGovzyvCWyupJPkwenoA**,1,2,1,15000,10606.60172,0,0,3,2,0,,,,,,,,
320,6mGGovzyvCX_hTpHR-BFZA**,4,3,2,45000,25980.76211,0,0,3,0,1,,,,,,,,
898,6mGGovzyvCX2ApRmKCyLQA**,11,2,4,150000,106066.0172,1,0,3,2,0,,,,,,,,
277,6mGGovzyvCX2hETrISUsCA**,2,1,6,25000,25000,0,1,3,2,0,,,,,,,,
454,6mGGovzyvCX2wtwkbnXaRA**,3,2,2,35000,24748.73734,0,0,3,1,1,,,,,,,,
123,6mGGovzyvCX46yPT6XC40Q**,7,2,1,75000,53033.00859,1,1,3,2,0,,,,,,,,
928,6mGGovzyvCX68U-pggbm0w**,10,3,6,125000,72168.78365,1,0,3,2,1,,,,,,,,
611,6mGGovzyvCX6qhclmlZ6Ew**,4,2,2,45000,31819.80515,0,0,3,2,1,,,,,,,,
889,6mGGovzyvCX73VAkZ7w9bQ**,11,2,3,150000,106066.0172,1,1,3,2,0,,,,,,,,
947,6mGGovzyvCX-9fzM5XKM3g**,10,1,6,125000,125000,1,1,3,0,1,,,,,,,,
583,6mGGovzyvCX9zi8XHGNNNg**,0,1,1,5000,5000,0,1,3,1,1,,,,,,,,
894,6mGGovzyvCXb_KT8BGMWqQ**,1,2,3,15000,10606.60172,0,1,3,1,0,,,,,,,,
407,6mGGovzyvCXB2YWIRqSDkA**,5,1,4,55000,55000,1,0,3,2,0,,,,,,,,
616,6mGGovzyvCXbdxFDAoPchQ**,5,3,2,55000,31754.26481,0,0,3,1,1,,,,,,,,
903,6mGGovzyvCXb-SaBSkWgdw**,4,1,2,45000,45000,1,0,3,0,0,,,,,,,,
904,6mGGovzyvCXCQ07Bd-mXqA**,6,2,6,65000,45961.94078,1,0,3,2,1,,,,,,,,
215,6mGGovzyvCXCVyING0X9xg**,5,1,6,55000,55000,1,0,3,1,1,,,,,,,,
343,6mGGovzyvCXd1UMkhAI7-g**,3,4,1,35000,17500,0,1,3,1,0,,,,,,,,
351,6mGGovzyvCXe08hD97kzmw**,4,7,4,45000,17008.40129,0,0,3,1,0,,,,,,,,
515,6mGGovzyvCXECRC2rJhv7Q**,11,4,3,150000,75000,1,0,3,2,0,,,,,,,,
301,6mGGovzyvCXfcaHqquSW2g**,3,5,1,35000,15652.47584,0,1,3,1,0,,,,,,,,
803,6mGGovzyvCX-FROWbbj0pw**,4,2,2,45000,31819.80515,0,0,3,2,0,,,,,,,,
505,6mGGovzyvCXgzGoeVXUp8Q**,0,1,6,5000,5000,0,1,3,1,0,,,,,,,,
208,6mGGovzyvCXhivzvnJq9qg**,10,2,4,125000,88388.34765,1,0,3,1,1,,,,,,,,
390,6mGGovzyvCXhJ4lLS7BZ7w**,1,1,1,15000,15000,0,1,3,1,1,,,,,,,,
517,6mGGovzyvCXI5usrr2B57w**,6,3,2,65000,37527.7675,1,1,3,2,0,,,,,,,,
317,6mGGovzyvCXJ_YfHD8uahg**,10,4,6,125000,62500,1,1,3,0,1,,,,,,,,
135,6mGGovzyvCXKrWLUIDmQpA**,3,5,5,35000,15652.47584,0,0,3,0,1,,,,,,,,
197,6mGGovzyvCXlaNMUEFg7JQ**,6,1,4,65000,65000,1,0,3,2,1,,,,,,,,
754,6mGGovzyvCXLZ0j0ctnMHg**,2,2,4,25000,17677.66953,0,0,3,1,1,,,,,,,,
758,6mGGovzyvCXmAokr6DNQsA**,3,4,2,35000,17500,0,1,3,2,0,,,,,,,,
52,6mGGovzyvCXMGfjYMrbA_A**,11,3,4,150000,86602.54038,1,0,3,0,0,,,,,,,,
372,6mGGovzyvCXnizDv-0BiaQ**,10,2,1,125000,88388.34765,1,1,3,1,1,,,,,,,,
812,6mGGovzyvCXnnRSdncA3CQ**,0,4,1,5000,2500,0,0,3,0,0,,,,,,,,
392,6mGGovzyvCXnsFGLMenp2g**,6,1,5,65000,65000,1,0,3,0,0,,,,,,,,
130,6mGGovzyvCXNzX-5IRFYJg**,4,2,5,45000,31819.80515,0,0,3,2,1,,,,,,,,
340,6mGGovzyvCXOb8HKtB5rvQ**,9,4,6,95000,47500,1,0,3,1,0,,,,,,,,
148,6mGGovzyvCXOdOPm01hKgg**,7,3,2,75000,43301.27019,1,0,3,0,0,,,,,,,,
911,6mGGovzyvCXp0cQhSxo66Q**,2,2,1,25000,17677.66953,0,1,3,0,1,,,,,,,,
398,6mGGovzyvCXrAjxNjNQN-Q**,0,4,1,5000,2500,0,0,3,0,0,,,,,,,,
159,6mGGovzyvCXRaUf17sWxog**,3,5,3,35000,15652.47584,0,0,3,0,1,,,,,,,,
836,6mGGovzyvCXRtKdV7kK5Tg**,1,6,0,15000,6123.724357,0,0,3,0,0,,,,,,,,
361,6mGGovzyvCXU_cZYTWh9AA**,3,2,2,35000,24748.73734,0,1,3,2,1,,,,,,,,
267,6mGGovzyvCXUy2d7x7pK1Q**,1,4,3,15000,7500,0,0,3,0,1,,,,,,,,
402,6mGGovzyvCXv3U9sAgHksA**,0,7,2,5000,1889.822365,0,1,3,1,1,,,,,,,,
910,6mGGovzyvCXVbjiosZghIQ**,4,4,1,45000,22500,0,0,3,2,1,,,,,,,,
176,6mGGovzyvCXwC_2X24gN4Q**,11,2,6,150000,106066.0172,1,0,3,0,0,,,,,,,,
843,6mGGovzyvCXwNlNW6TcgaQ**,1,1,3,15000,15000,0,0,3,0,1,,,,,,,,
307,6mGGovzyvCXwtgWc0dGsWw**,3,3,3,35000,20207.25942,0,1,3,2,0,,,,,,,,
266,6mGGovzyvCXxvCYzSHiWHw**,10,3,5,125000,72168.78365,1,0,3,0,1,,,,,,,,
200,6mGGovzyvCXZMVmBz8Cp6w**,10,1,6,125000,125000,1,0,3,0,1,,,,,,,,
198,6mGGovzyvCXZsUgDhAI_KQ**,2,2,4,25000,17677.66953,0,0,3,2,1,,,,,,,,
346,6mGGovzyvCXztjYIl7b6ng**,11,2,4,150000,106066.0172,1,0,3,2,0,,,,,,,,
632,6mGGovzyvCUHdG4MMWEynQ**,8,2,6,85000,60104.0764,1,0,3.25,0,0,,,,,,,,
726,6mGGovzyvCUaj26ROZECyA**,3,2,3,35000,24748.73734,0,1,3.5,1,1,,,,,,,,
